Name,Price,Rating,Specifications,URL
"Y3 (Elegant Blue, 64 GB)","₹8,290","4.33,091 Ratings & 213 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://www.flipkart.com/y3-elegant-blue-64-gb/p/itmfgaz9w4ky2zyd?pid=MOBFFWJWYHFQSHM6&lid=LSTMOBFFWJWYHFQSHM6LGQCA9&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_30&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFFWJWYHFQSHM6.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi 9 (Sporty Orange, 64 GB)","₹8,999","4.314,068 Ratings & 762 Reviews",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/redmi-9-sporty-orange-64-gb/p/itm4fb151383983b?pid=MOBFV5FPCJC9ZKRB&lid=LSTMOBFV5FPCJC9ZKRBMLFUDW&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_31&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFV5FPCJC9ZKRB.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Xiaomi 14 CIVI (Aqua Blue, 512 GB)","₹44,999",4.3595 Ratings & 52 Reviews,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-14-civi-aqua-blue-512-gb/p/itm94f0116ab98d9?pid=MOBH3YHAFG3FGTRF&lid=LSTMOBH3YHAFG3FGTRFKVWYTD&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_32&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBH3YHAFG3FGTRF.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Xiaomi 12 Pro 5G (Noir Black, 256 GB)","₹39,990",4.1645 Ratings & 94 Reviews,8 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-12-pro-5g-noir-black-256-gb/p/itm67bddf0d43d59?pid=MOBGDZ72AVDBGA66&lid=LSTMOBGDZ72AVDBGA669FLEB4&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_33&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBGDZ72AVDBGA66.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi 8A (Ocean Blue, 32 GB)","₹7,999","4.480,086 Ratings & 5,603 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display12MP Rear Camera | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-8a-ocean-blue-32-gb/p/itme2e12a5859993?pid=MOBFKF98BHTYSAHZ&lid=LSTMOBFKF98BHTYSAHZCWZX8V&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_34&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFKF98BHTYSAHZ.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Rmi Note 5 Pro (Rose Gold, 64 GB)","₹14,999","4.590,726 Ratings & 8,682 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/rmi-note-5-pro-rose-gold-64-gb/p/itmf2fwcumw7ghwy?pid=MOBF2BSG75JYZ5YW&lid=LSTMOBF2BSG75JYZ5YWRKDTAH&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_35&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBF2BSG75JYZ5YW.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi Note 5 (Gold, 32 GB)","₹10,999","4.41,66,499 Ratings & 19,942 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-note-5-gold-32-gb/p/itmf2fc39bfw7kyc?pid=MOBF28FTQYA9BFW5&lid=LSTMOBF28FTQYA9BFW5XJRGOI&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_36&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBF28FTQYA9BFW5.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Note 7 Pro (Blue, 64 GB)","₹15,999","4.57,25,199 Ratings & 59,933 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-7-pro-blue-64-gb/p/itm410bac3ec336c?pid=MOBFDXZ376XRTZXH&lid=LSTMOBFDXZ376XRTZXHJS3LVK&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_37&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFDXZ376XRTZXH.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"7 Pro (Space Black, 64 GB)","₹16,999","4.442,222 Ratings & 3,066 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/7-pro-space-black-64-gb/p/itm410bac3ec336c?pid=MOBFHUQ4ZPZX89G6&lid=LSTMOBFHUQ4ZPZX89G6KSIIC2&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_38&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFHUQ4ZPZX89G6.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"K20 (Carbon Black, 128 GB)","₹24,999","4.524,782 Ratings & 2,755 Reviews",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/k20-carbon-black-128-gb/p/itmfa9f4f4326f8c?pid=MOBFG7UYGCXFUZZV&lid=LSTMOBFG7UYGCXFUZZV3A8OBA&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_39&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFG7UYGCXFUZZV.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi 9 (Carbon Black, 64 GB)","₹9,490","4.314,068 Ratings & 762 Reviews",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/redmi-9-carbon-black-64-gb/p/itm4fb151383983b?pid=MOBFVHMPGATFZXWR&lid=LSTMOBFVHMPGATFZXWR15JBSI&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_40&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFVHMPGATFZXWR.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"yththtu 8 (Ruby Red, 64 GB)","₹10,999","4.41,92,237 Ratings & 14,198 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display12MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/yththtu-8-ruby-red-64-gb/p/itme0903bcb8a2cb?pid=MOBFKPYDCVSCZBYR&lid=LSTMOBFKPYDCVSCZBYRSUFG5C&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_41&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFKPYDCVSCZBYR.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Xiaomi 14 CIVI (Cruise Blue, 512 GB)","₹43,999",4.3595 Ratings & 52 Reviews,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-14-civi-cruise-blue-512-gb/p/itm34da1cf159d63?pid=MOBHFGU7P4NPRCCR&lid=LSTMOBHFGU7P4NPRCCRSKEETE&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_42&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBHFGU7P4NPRCCR.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi Note 7S (Ruby Red, 32 GB)","₹11,999","4.41,48,343 Ratings & 12,582 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-note-7s-ruby-red-32-gb/p/itmfgpbacwygthha?pid=MOBFGGJ89UPRVZMH&lid=LSTMOBFGGJ89UPRVZMHOZ5AIC&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_43&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFGGJ89UPRVZMH.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi 9A Sport (Metallic Blue, 32 GB)","₹8,499","4.120,929 Ratings & 1,471 Reviews",2 GB RAM | 32 GB ROM16.59 cm (6.53 inch) Display13MP Rear Camera5000 mAh Battery1 Year Warranty,https://www.flipkart.com/redmi-9a-sport-metallic-blue-32-gb/p/itm53bc6ebfe147b?pid=MOBGHDXFVQCUTWYA&lid=LSTMOBGHDXFVQCUTWYADOV0II&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_44&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBGHDXFVQCUTWYA.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Note 7 Pro (Space Black, 128 GB)","₹16,999","4.52,68,783 Ratings & 22,247 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-7-pro-space-black-128-gb/p/itm410bac3ec336c?pid=MOBFDXZ3TFDKZYHU&lid=LSTMOBFDXZ3TFDKZYHUQFVY3Q&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_45&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFDXZ3TFDKZYHU.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Note 7 Pro (Red, 64 GB)","₹16,999","4.52,68,783 Ratings & 22,247 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-7-pro-red-64-gb/p/itm410bac3ec336c?pid=MOBFHUQ4XG4HZ4SH&lid=LSTMOBFHUQ4XG4HZ4SHISDCF1&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_46&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBFHUQ4XG4HZ4SH.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Xiaomi 11i 5G (Camo Green, 128 GB)","₹24,999","4.238,899 Ratings & 4,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP Rear Camera | 16MP Front Camera5160 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/xiaomi-11i-5g-camo-green-128-gb/p/itm5e173fdb5d441?pid=MOBG9QXPP5QRZZ3P&lid=LSTMOBG9QXPP5QRZZ3PRQPSHC&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_47&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBG9QXPP5QRZZ3P.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Note 4 (Dark Grey, 32 GB)","₹10,649","4.43,21,945 Ratings & 54,013 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-4-dark-grey-32-gb/p/itmeqe4htst9587b?pid=MOBEQ98TGHHPQJGH&lid=LSTMOBEQ98TGHHPQJGHGHIEYT&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_2_48&otracker=search&fm=organic&iid=77ec18dc-a8de-40e0-a2fc-ff69e8ea29f7.MOBEQ98TGHHPQJGH.SEARCH&ppt=None&ppn=None&ssid=mwtmm4jt8g0000001744007648315&qH=ff5e66b76340c563
"Redmi Note 4 (Black, 64 GB)","₹9,999","4.45,49,979 Ratings & 85,788 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-note-4-black-64-gb/p/itmeqe4htst9587b?pid=MOBEQ98TABTWXGTD&lid=LSTMOBEQ98TABTWXGTD7ZX4YI&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_49&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBEQ98TABTWXGTD.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Redmi Note 4 (Gold, 32 GB)","₹7,299","4.43,18,636 Ratings & 55,315 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-note-4-gold-32-gb/p/itmeqgs9gwrfwpf2?pid=MOBEQ98T82CYVHGZ&lid=LSTMOBEQ98T82CYVHGZTHUPHX&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_50&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBEQ98T82CYVHGZ.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Mi A3 (Not just Blue, 64 GB)","₹14,999","4.338,829 Ratings & 3,357 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.46 cm (6.088 inch) HD+ Display48MP + 8MP + 2MP | 32MP Front Camera4030 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/mi-a3-not-just-blue-64-gb/p/itm12f5d66d71714?pid=MOBFJM4ZJHVHFR5Q&lid=LSTMOBFJM4ZJHVHFR5QW6FPEO&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_51&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBFJM4ZJHVHFR5Q.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"6 (Rose Gold, 64 GB)","₹10,499","4.41,62,242 Ratings & 11,512 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/6-rose-gold-64-gb/p/itmf9f64fpjkbdxp?pid=MOBF9GM492GK2WHJ&lid=LSTMOBF9GM492GK2WHJGJNJSY&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_52&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBF9GM492GK2WHJ.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 12 Pro 5G (Couture Blue, 256 GB)","₹41,999","4.11,060 Ratings & 120 Reviews",12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-12-pro-5g-couture-blue-256-gb/p/itm81ed02fcf3968?pid=MOBGDZ895FVSKXZU&lid=LSTMOBGDZ895FVSKXZU1M1VVC&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_53&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBGDZ895FVSKXZU.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"K20 (Glacier Blue, 128 GB)","₹24,999","4.524,782 Ratings & 2,755 Reviews",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/k20-glacier-blue-128-gb/p/itm2d8b68c989a85?pid=MOBFG7UYQAZ4JBTS&lid=LSTMOBFG7UYQAZ4JBTSQ6MH5X&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBFG7UYQAZ4JBTS.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 14 CIVI (Hot Pink, 512 GB)","₹44,999",4.3595 Ratings & 52 Reviews,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-14-civi-hot-pink-512-gb/p/itma806668ba2f45?pid=MOBH3YHAWYUWU4SH&lid=LSTMOBH3YHAWYUWU4SHQAUM1O&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBH3YHAWYUWU4SH.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Mi Mix 2 (Black, 128 GB)","₹37,999","4.36,030 Ratings & 1,032 Reviews",6 GB RAM | 128 GB ROM15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera3400 mAh Li-polymer BatteryQualcomm Snapdragon 835 Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/mi-mix-2-black-128-gb/p/itmeyk8z8cwf6faz?pid=MOBEYCHKGHZJMGJZ&lid=LSTMOBEYCHKGHZJMGJZZYU6YY&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBEYCHKGHZJMGJZ.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 11i 5G (Stealth Black, 128 GB)","₹24,999","4.238,899 Ratings & 4,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP Rear Camera | 16MP Front Camera5160 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/xiaomi-11i-5g-stealth-black-128-gb/p/itmf5300d828d19f?pid=MOBG9QXP5NVYGGHY&lid=LSTMOBG9QXP5NVYGGHYSMMSFL&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QXP5NVYGGHY.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Note 5 Pro (Lake Blue, 64 GB)","₹14,999","4.51,40,501 Ratings & 13,913 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-5-pro-lake-blue-64-gb/p/itmf2fwcumw7ghwy?pid=MOBF2BSGFKFKVQMC&lid=LSTMOBF2BSGFKFKVQMCXSHTC8&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBF2BSGFKFKVQMC.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
