Name,Price,Rating,Specifications,URL
"REDMI Note 13 5G (Arctic White, 256 GB)","₹17,499","4.217,360 Ratings & 1,019 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm0ca1fb9ca3a5d?pid=MOBGXFFMY54GVFCJ&lid=LSTMOBGXFFMY54GVFCJAJUDAE&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_89&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGXFFMY54GVFCJ.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)","₹9,599","4.33,778 Ratings & 206 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-128-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHD5HTVZZHK&lid=LSTMOBH6YHD5HTVZZHKSNEN5H&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_90&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH6YHD5HTVZZHK.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3 (Olive Green, 128 GB)","₹8,596","4.15,892 Ratings & 294 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3-olive-green-128-gb/p/itm4fc9349645e90?pid=MOBGZF9P4DYENNGM&lid=LSTMOBGZF9P4DYENNGMHIEINF&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_91&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGZF9P4DYENNGM.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 12 (Jade Black, 128 GB)","₹12,400","4.273,884 Ratings & 4,396 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/redmi-12-jade-black-128-gb/p/itmb7050ec01c09f?pid=MOBGZF9PZHSZZSEA&lid=LSTMOBGZF9PZHSZZSEAZMFXIS&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_92&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGZF9PZHSZZSEA.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3 (Olive Green, 64 GB)","₹7,499","4.13,167 Ratings & 128 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatk Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3-olive-green-64-gb/p/itm4fc9349645e90?pid=MOBGYFZMYHYMSNG7&lid=LSTMOBGYFZMYHYMSNG7HNVKO9&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_93&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGYFZMYHYMSNG7.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹13,999","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH45GGEC8AHEQY&lid=LSTMOBH45GGEC8AHEQYO2WKF1&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_94&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGEC8AHEQY.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹15,499","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH2SUHMUYBZSHY&lid=LSTMOBH2SUHMUYBZSHYA6TNFY&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_95&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH2SUHMUYBZSHY.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Orchid Pink, 128 GB)","₹13,999","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-orchid-pink-128-gb/p/itmede93b8d7b1a4?pid=MOBH45GGJWHCYHFC&lid=LSTMOBH45GGJWHCYHFCDYF9FC&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_96&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGJWHCYHFC.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹11,499","4.31,299 Ratings & 86 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-14c-5g-stardust-purple-128-gb/p/itm891e2331b34d8?pid=MOBH7VY5TU7UHKVE&lid=LSTMOBH7VY5TU7UHKVEKSGU2H&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_97&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH7VY5TU7UHKVE.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,327","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,https://www.flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH2SSRTAJXYZKH&lid=LSTMOBH2SSRTAJXYZKHOZHNCO&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_98&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH2SSRTAJXYZKH.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,329","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,https://www.flipkart.com/redmi-13-5g-orchid-pink-128-gb/p/itmede93b8d7b1a4?pid=MOBH2UPGHDHVG2XY&lid=LSTMOBH2UPGHDHVG2XYW8UKL2&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_99&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH2UPGHDHVG2XY.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI Note 14 5G (Phantom Purple, 128 GB)","₹17,463","4.41,032 Ratings & 54 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year,https://www.flipkart.com/redmi-note-14-5g-phantom-purple-128-gb/p/itm11a447d125328?pid=MOBH78KTCGW6YZKF&lid=LSTMOBH78KTCGW6YZKFRYSXTH&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_100&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH78KTCGW6YZKF.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 13 5G (Black Diamond, 128 GB)","₹13,966","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,https://www.flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH2SU8G4RW85RG&lid=LSTMOBH2SU8G4RW85RG1K6NO7&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_101&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH2SU8G4RW85RG.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,499",4.2765 Ratings & 52 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-14c-5g-stargaze-black-128-gb/p/itm891e2331b34d8?pid=MOBH7VY5AHBMTFQQ&lid=LSTMOBH7VY5AHBMTFQQJ4MFS3&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_102&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH7VY5AHBMTFQQ.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI Note 13 5G (Arctic White, 128 GB)","₹16,495","4.229,277 Ratings & 1,709 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,https://www.flipkart.com/redmi-note-13-5g-arctic-white-128-gb/p/itm0ca1fb9ca3a5d?pid=MOBGXYWXEJMWZYUR&lid=LSTMOBGXYWXEJMWZYURJZHHLI&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_103&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBGXYWXEJMWZYUR.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 13C 5G (Starlight Black, 128 GB)","₹11,299","4.337,807 Ratings & 1,626 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13c-5g-starlight-black-128-gb/p/itm54938652090ad?pid=MOBHY3B27G3PBHVU&lid=LSTMOBHY3B27G3PBHVUHTXYDV&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_104&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBHY3B27G3PBHVU.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹11,499","4.31,299 Ratings & 86 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-14c-5g-starlight-blue-128-gb/p/itm891e2331b34d8?pid=MOBH7VY5YARV2ZJS&lid=LSTMOBH7VY5YARV2ZJSKGBQ4O&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_105&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH7VY5YARV2ZJS.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,295","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH2SS96VEZUVX4&lid=LSTMOBH2SS96VEZUVX4AZIF8D&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_106&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH2SS96VEZUVX4.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI Note 13 Pro 5G (Scarlet Red, 128 GB)","₹19,299","4.336,267 Ratings & 2,869 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP Rear Camera5100 mAh BatteryDomestic 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-13-pro-5g-scarlet-red-128-gb/p/itmff04a1b8e153d?pid=MOBH3FK3Q64XBYHZ&lid=LSTMOBH3FK3Q64XBYHZW560SM&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_107&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH3FK3Q64XBYHZ.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹13,499","4.31,299 Ratings & 86 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-14c-5g-stargaze-black-128-gb/p/itm891e2331b34d8?pid=MOBH92ADVQY5DX3H&lid=LSTMOBH92ADVQY5DX3HOPWF8S&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_108&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBH92ADVQY5DX3H.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI A3 (Midnight Black, 64 GB)","₹7,130","4.13,167 Ratings & 128 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3-midnight-black-64-gb/p/itma0ee8ce125124?pid=MOBGYFZMUQQREQ5Y&lid=LSTMOBGYFZMUQQREQ5YGB5HOT&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_109&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBGYFZMUQQREQ5Y.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"Mi 10T (Lunar Silver, 128 GB)","₹42,999","4.13,860 Ratings & 476 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,https://www.flipkart.com/mi-10t-lunar-silver-128-gb/p/itmdbebb315db61a?pid=MOBFWAFZNAFJN8YA&lid=LSTMOBFWAFZNAFJN8YAWQ49EV&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_110&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBFWAFZNAFJN8YA.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"Mi A2 (Blue/Lake Blue, 64 GB)","₹17,499","4.25,684 Ratings & 470 Reviews",4 GB RAM | 64 GB ROM15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP | 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://www.flipkart.com/mi-a2-blue-lake-blue-64-gb/p/itm6587149b43a42?pid=MOBF95FKRKATKAK2&lid=LSTMOBF95FKRKATKAK2KRELZ3&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_111&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBF95FKRKATKAK2.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"9A (Nature Green, 32 GB)","₹8,499","4.316,366 Ratings & 973 Reviews",2 GB RAM | 32 GB ROM16.59 cm (6.53 inch) Full HD+ Display13MP Rear Camera5000 mAh Battery1 Year  Manufacturer Warranty,https://www.flipkart.com/9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA5QCGNZKH9&lid=LSTMOBFVDA5QCGNZKH9GU3PFH&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_112&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBFVDA5QCGNZKH9.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"7 (Eclipse Black, 32 GB)","₹9,999","4.314,400 Ratings & 1,073 Reviews",2 GB RAM | 32 GB ROM15.9 cm (6.26 inch) Display12MP Rear Camera4000 mAh Battery12 Months,https://www.flipkart.com/7-eclipse-black-32-gb/p/itmfgaz9w4ky2zyd?pid=MOBFGAXYRAREQ8XZ&lid=LSTMOBFGAXYRAREQ8XZXGWNRD&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_113&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBFGAXYRAREQ8XZ.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"A2 (Black, 64 GB)","₹17,499","4.220,965 Ratings & 1,748 Reviews",4 GB RAM | 64 GB ROM15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP | 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://www.flipkart.com/a2-black-64-gb/p/itmfghsgahzh9byg?pid=MOBF95FKVHJGXWEW&lid=LSTMOBF95FKVHJGXWEWAOYORB&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_114&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBF95FKVHJGXWEW.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"6 (Black, 64 GB)","₹10,499","4.41,62,242 Ratings & 11,512 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/6-black-64-gb/p/itmdf93c982df80f?pid=MOBFA2NXDQFTXNHJ&lid=LSTMOBFA2NXDQFTXNHJINXHIL&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_115&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBFA2NXDQFTXNHJ.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"Y2 (Gold, 32 GB)","₹10,499","4.560,331 Ratings & 4,089 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/y2-gold-32-gb/p/itmfdkcmzchdrf3m?pid=MOBF7WPMVZHB5WKY&lid=LSTMOBF7WPMVZHB5WKYOU715I&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_116&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBF7WPMVZHB5WKY.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"REDMI NOTE 10 LITE (Glacier White, 128 GB)","₹14,999",4.2465 Ratings & 31 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display48MP Rear Camera5020 mAh Battery12 months,https://www.flipkart.com/redmi-note-10-lite-glacier-white-128-gb/p/itmde31f59064927?pid=MOBG7PRH8KHAHZNH&lid=LSTMOBG7PRH8KHAHZNHMI9DQK&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_117&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBG7PRH8KHAHZNH.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"Mi A2 (Lake Blue, 128 GB)","₹20,500",4.1510 Ratings & 43 Reviews,6 GB RAM | 128 GB ROM15.21 cm (5.99 inch) Full HD+ Display20MP + 12MP | 20MP Front Camera3010 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://www.flipkart.com/mi-a2-lake-blue-128-gb/p/itm6587149b43a42?pid=MOBFF7A53WRRXZXH&lid=LSTMOBFF7A53WRRXZXHVDMZTS&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_118&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBFF7A53WRRXZXH.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)","₹22,999","4.32,187 Ratings & 225 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 20MP Front Camera4250 mAh BatteryQualcomm Snapdragon 778G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/xiaomi-11lite-ne-vinyl-black-128-gb/p/itme31941c31379f?pid=MOBG7F6CXRFJ8CF8&lid=LSTMOBG7F6CXRFJ8CF8MAXHOT&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_5_119&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MOBG7F6CXRFJ8CF8.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
"(Refurbished) Mi Redmi Note 9 Pro (Interstellar Black, 128 GB)","₹7,499",3.7161 Ratings & 20 Reviews,Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM | 128 GB ROM |6.67 inch Full HD+ Display48MP + 8MP Dual Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 720G ProcessorSeller warranty of 1 Year,https://www.flipkart.com/refurbished-mi-redmi-note-9-pro-interstellar-black-128-gb/p/itm818897fcf4c02?pid=MFRH4ZCGVMYXQZYG&lid=LSTMFRH4ZCGVMYXQZYGSPTKVK&marketplace=FLIPKART&bu=REFURBISHED&q=xiaomi&store=tyy%2F4io&srno=s_5_120&otracker=search&fm=organic&iid=02eeb8c1-c1aa-48cf-94bf-c81d298374a5.MFRH4ZCGVMYXQZYG.SEARCH&ppt=None&ppn=None&ssid=26aa27mh800000001744007683981&qH=ff5e66b76340c563
